Tahiti Completion Time (ms);Devastator Completion Time (ms);AMD A10-5800K APU with Radeon(tm) HD Graphics   Completion Time (ms);Vector Size (elements);Branch count (per thread);Read accesses to global memory (per thread);Write accesses to global memory (per thread);Read accesses to local memory (per thread);Write accesses to local memory (per thread);Read accesses to constant memory (per thread);Arithmetic operations (per thread);Logic operations (per thread);Bitwise operations (per thread);Comparison operations (per thread);Pown operations (per thread);Sqrt operations (per thread);Hypot operations (per thread);Data size transf from host to device (bytes);Data size transf from device to host (bytes);Data size allocated locally (bytes);Global work size dim 1 (number of threads);Global work size dim 2 (number of threads);Global work size dim 3 (number of threads);Local work size dim 1 (number of threads);Local work size dim 2 (number of threads);Local work size dim 3 (number of threads);Kernel calls;Computation density;Memory access density
29,51;27,92;27,36;7213056;0;2;1;0;0;0;1;0;0;0;0;0;0;57704448;28852224;0;7213056;1;1;128;1;1;;0,083;0,167
29,62;26,70;28,72;7215104;0;2;1;0;0;0;1;0;0;0;0;0;0;57720832;28860416;0;7215104;1;1;128;1;1;;0,083;0,167
28,49;26,85;27,75;7217152;0;2;1;0;0;0;1;0;0;0;0;0;0;57737216;28868608;0;7217152;1;1;128;1;1;;0,083;0,167
29,49;26,75;27,61;7219200;0;2;1;0;0;0;1;0;0;0;0;0;0;57753600;28876800;0;7219200;1;1;128;1;1;;0,083;0,167
29,22;26,73;28,00;7221248;0;2;1;0;0;0;1;0;0;0;0;0;0;57769984;28884992;0;7221248;1;1;128;1;1;;0,083;0,167
29,52;27,61;27,32;7223296;0;2;1;0;0;0;1;0;0;0;0;0;0;57786368;28893184;0;7223296;1;1;128;1;1;;0,083;0,167
27,98;27,33;27,54;7225344;0;2;1;0;0;0;1;0;0;0;0;0;0;57802752;28901376;0;7225344;1;1;128;1;1;;0,083;0,167
29,26;27,20;27,98;7227392;0;2;1;0;0;0;1;0;0;0;0;0;0;57819136;28909568;0;7227392;1;1;128;1;1;;0,083;0,167
27,91;28,57;28,00;7229440;0;2;1;0;0;0;1;0;0;0;0;0;0;57835520;28917760;0;7229440;1;1;128;1;1;;0,083;0,167
29,89;31,00;28,03;7231488;0;2;1;0;0;0;1;0;0;0;0;0;0;57851904;28925952;0;7231488;1;1;128;1;1;;0,083;0,167
27,71;27,55;28,51;7233536;0;2;1;0;0;0;1;0;0;0;0;0;0;57868288;28934144;0;7233536;1;1;128;1;1;;0,083;0,167
30,42;28,20;27,00;7235584;0;2;1;0;0;0;1;0;0;0;0;0;0;57884672;28942336;0;7235584;1;1;128;1;1;;0,083;0,167
30,09;28,06;27,01;7237632;0;2;1;0;0;0;1;0;0;0;0;0;0;57901056;28950528;0;7237632;1;1;128;1;1;;0,083;0,167
28,13;28,26;27,53;7239680;0;2;1;0;0;0;1;0;0;0;0;0;0;57917440;28958720;0;7239680;1;1;128;1;1;;0,083;0,167
27,66;27,85;31,48;7241728;0;2;1;0;0;0;1;0;0;0;0;0;0;57933824;28966912;0;7241728;1;1;128;1;1;;0,083;0,167
28,13;29,17;28,50;7243776;0;2;1;0;0;0;1;0;0;0;0;0;0;57950208;28975104;0;7243776;1;1;128;1;1;;0,083;0,167
28,00;27,24;26,89;7245824;0;2;1;0;0;0;1;0;0;0;0;0;0;57966592;28983296;0;7245824;1;1;128;1;1;;0,083;0,167
29,08;27,94;28,91;7247872;0;2;1;0;0;0;1;0;0;0;0;0;0;57982976;28991488;0;7247872;1;1;128;1;1;;0,083;0,167
28,79;28,83;28,02;7249920;0;2;1;0;0;0;1;0;0;0;0;0;0;57999360;28999680;0;7249920;1;1;128;1;1;;0,083;0,167
29,04;29,43;27,46;7251968;0;2;1;0;0;0;1;0;0;0;0;0;0;58015744;29007872;0;7251968;1;1;128;1;1;;0,083;0,167
28,11;28,72;27,62;7254016;0;2;1;0;0;0;1;0;0;0;0;0;0;58032128;29016064;0;7254016;1;1;128;1;1;;0,083;0,167
28,70;27,34;29,80;7256064;0;2;1;0;0;0;1;0;0;0;0;0;0;58048512;29024256;0;7256064;1;1;128;1;1;;0,083;0,167
28,99;26,94;27,31;7258112;0;2;1;0;0;0;1;0;0;0;0;0;0;58064896;29032448;0;7258112;1;1;128;1;1;;0,083;0,167
28,05;27,88;28,32;7260160;0;2;1;0;0;0;1;0;0;0;0;0;0;58081280;29040640;0;7260160;1;1;128;1;1;;0,083;0,167
28,62;27,38;26,84;7262208;0;2;1;0;0;0;1;0;0;0;0;0;0;58097664;29048832;0;7262208;1;1;128;1;1;;0,083;0,167
28,91;26,88;27,93;7264256;0;2;1;0;0;0;1;0;0;0;0;0;0;58114048;29057024;0;7264256;1;1;128;1;1;;0,083;0,167
28,32;27,16;27,77;7266304;0;2;1;0;0;0;1;0;0;0;0;0;0;58130432;29065216;0;7266304;1;1;128;1;1;;0,083;0,167
30,09;26,94;27,65;7268352;0;2;1;0;0;0;1;0;0;0;0;0;0;58146816;29073408;0;7268352;1;1;128;1;1;;0,083;0,167
30,46;30,17;27,69;7270400;0;2;1;0;0;0;1;0;0;0;0;0;0;58163200;29081600;0;7270400;1;1;128;1;1;;0,083;0,167
29,15;28,82;28,63;7272448;0;2;1;0;0;0;1;0;0;0;0;0;0;58179584;29089792;0;7272448;1;1;128;1;1;;0,083;0,167
29,43;26,71;31,51;7274496;0;2;1;0;0;0;1;0;0;0;0;0;0;58195968;29097984;0;7274496;1;1;128;1;1;;0,083;0,167
30,56;28,25;28,11;7276544;0;2;1;0;0;0;1;0;0;0;0;0;0;58212352;29106176;0;7276544;1;1;128;1;1;;0,083;0,167
28,90;29,16;27,90;7278592;0;2;1;0;0;0;1;0;0;0;0;0;0;58228736;29114368;0;7278592;1;1;128;1;1;;0,083;0,167
30,77;28,44;28,12;7280640;0;2;1;0;0;0;1;0;0;0;0;0;0;58245120;29122560;0;7280640;1;1;128;1;1;;0,083;0,167
29,02;28,33;28,54;7282688;0;2;1;0;0;0;1;0;0;0;0;0;0;58261504;29130752;0;7282688;1;1;128;1;1;;0,083;0,167
28,27;27,41;29,01;7284736;0;2;1;0;0;0;1;0;0;0;0;0;0;58277888;29138944;0;7284736;1;1;128;1;1;;0,083;0,167
30,23;27,61;28,04;7286784;0;2;1;0;0;0;1;0;0;0;0;0;0;58294272;29147136;0;7286784;1;1;128;1;1;;0,083;0,167
28,73;27,03;28,23;7288832;0;2;1;0;0;0;1;0;0;0;0;0;0;58310656;29155328;0;7288832;1;1;128;1;1;;0,083;0,167
28,82;28,95;28,32;7290880;0;2;1;0;0;0;1;0;0;0;0;0;0;58327040;29163520;0;7290880;1;1;128;1;1;;0,083;0,167
28,41;27,28;28,47;7292928;0;2;1;0;0;0;1;0;0;0;0;0;0;58343424;29171712;0;7292928;1;1;128;1;1;;0,083;0,167
28,71;29,26;27,89;7294976;0;2;1;0;0;0;1;0;0;0;0;0;0;58359808;29179904;0;7294976;1;1;128;1;1;;0,083;0,167
28,11;27,74;29,14;7297024;0;2;1;0;0;0;1;0;0;0;0;0;0;58376192;29188096;0;7297024;1;1;128;1;1;;0,083;0,167
30,85;27,65;27,58;7299072;0;2;1;0;0;0;1;0;0;0;0;0;0;58392576;29196288;0;7299072;1;1;128;1;1;;0,083;0,167
29,39;27,62;27,77;7301120;0;2;1;0;0;0;1;0;0;0;0;0;0;58408960;29204480;0;7301120;1;1;128;1;1;;0,083;0,167
28,29;27,91;28,02;7303168;0;2;1;0;0;0;1;0;0;0;0;0;0;58425344;29212672;0;7303168;1;1;128;1;1;;0,083;0,167
29,35;26,99;29,08;7305216;0;2;1;0;0;0;1;0;0;0;0;0;0;58441728;29220864;0;7305216;1;1;128;1;1;;0,083;0,167
28,90;27,37;32,51;7307264;0;2;1;0;0;0;1;0;0;0;0;0;0;58458112;29229056;0;7307264;1;1;128;1;1;;0,083;0,167
29,25;28,45;28,42;7309312;0;2;1;0;0;0;1;0;0;0;0;0;0;58474496;29237248;0;7309312;1;1;128;1;1;;0,083;0,167
29,04;27,67;28,23;7311360;0;2;1;0;0;0;1;0;0;0;0;0;0;58490880;29245440;0;7311360;1;1;128;1;1;;0,083;0,167
28,06;28,21;28,88;7313408;0;2;1;0;0;0;1;0;0;0;0;0;0;58507264;29253632;0;7313408;1;1;128;1;1;;0,083;0,167
28,75;27,99;27,96;7315456;0;2;1;0;0;0;1;0;0;0;0;0;0;58523648;29261824;0;7315456;1;1;128;1;1;;0,083;0,167
28,82;28,93;28,13;7317504;0;2;1;0;0;0;1;0;0;0;0;0;0;58540032;29270016;0;7317504;1;1;128;1;1;;0,083;0,167
29,72;27,02;27,94;7319552;0;2;1;0;0;0;1;0;0;0;0;0;0;58556416;29278208;0;7319552;1;1;128;1;1;;0,083;0,167
29,85;28,15;28,71;7321600;0;2;1;0;0;0;1;0;0;0;0;0;0;58572800;29286400;0;7321600;1;1;128;1;1;;0,083;0,167
30,50;28,37;28,71;7323648;0;2;1;0;0;0;1;0;0;0;0;0;0;58589184;29294592;0;7323648;1;1;128;1;1;;0,083;0,167
29,93;28,35;29,48;7325696;0;2;1;0;0;0;1;0;0;0;0;0;0;58605568;29302784;0;7325696;1;1;128;1;1;;0,083;0,167
28,39;26,78;28,60;7327744;0;2;1;0;0;0;1;0;0;0;0;0;0;58621952;29310976;0;7327744;1;1;128;1;1;;0,083;0,167
28,81;29,24;28,62;7329792;0;2;1;0;0;0;1;0;0;0;0;0;0;58638336;29319168;0;7329792;1;1;128;1;1;;0,083;0,167
28,68;28,47;27,88;7331840;0;2;1;0;0;0;1;0;0;0;0;0;0;58654720;29327360;0;7331840;1;1;128;1;1;;0,083;0,167
28,43;27,37;28,31;7333888;0;2;1;0;0;0;1;0;0;0;0;0;0;58671104;29335552;0;7333888;1;1;128;1;1;;0,083;0,167
29,23;28,25;28,82;7335936;0;2;1;0;0;0;1;0;0;0;0;0;0;58687488;29343744;0;7335936;1;1;128;1;1;;0,083;0,167
28,96;27,07;28,44;7337984;0;2;1;0;0;0;1;0;0;0;0;0;0;58703872;29351936;0;7337984;1;1;128;1;1;;0,083;0,167
29,48;29,87;31,87;7340032;0;2;1;0;0;0;1;0;0;0;0;0;0;58720256;29360128;0;7340032;1;1;128;1;1;;0,083;0,167
29,13;28,57;28,57;7342080;0;2;1;0;0;0;1;0;0;0;0;0;0;58736640;29368320;0;7342080;1;1;128;1;1;;0,083;0,167
28,70;27,05;28,82;7344128;0;2;1;0;0;0;1;0;0;0;0;0;0;58753024;29376512;0;7344128;1;1;128;1;1;;0,083;0,167
30,38;27,62;28,40;7346176;0;2;1;0;0;0;1;0;0;0;0;0;0;58769408;29384704;0;7346176;1;1;128;1;1;;0,083;0,167
29,51;28,37;27,13;7348224;0;2;1;0;0;0;1;0;0;0;0;0;0;58785792;29392896;0;7348224;1;1;128;1;1;;0,083;0,167
28,73;28,49;28,28;7350272;0;2;1;0;0;0;1;0;0;0;0;0;0;58802176;29401088;0;7350272;1;1;128;1;1;;0,083;0,167
30,10;28,87;28,72;7352320;0;2;1;0;0;0;1;0;0;0;0;0;0;58818560;29409280;0;7352320;1;1;128;1;1;;0,083;0,167
28,32;27,34;27,79;7354368;0;2;1;0;0;0;1;0;0;0;0;0;0;58834944;29417472;0;7354368;1;1;128;1;1;;0,083;0,167
29,18;27,86;28,20;7356416;0;2;1;0;0;0;1;0;0;0;0;0;0;58851328;29425664;0;7356416;1;1;128;1;1;;0,083;0,167
30,06;27,78;28,25;7358464;0;2;1;0;0;0;1;0;0;0;0;0;0;58867712;29433856;0;7358464;1;1;128;1;1;;0,083;0,167
31,27;27,02;27,78;7360512;0;2;1;0;0;0;1;0;0;0;0;0;0;58884096;29442048;0;7360512;1;1;128;1;1;;0,083;0,167
30,65;27,20;31,39;7362560;0;2;1;0;0;0;1;0;0;0;0;0;0;58900480;29450240;0;7362560;1;1;128;1;1;;0,083;0,167
30,24;27,21;28,38;7364608;0;2;1;0;0;0;1;0;0;0;0;0;0;58916864;29458432;0;7364608;1;1;128;1;1;;0,083;0,167
31,73;27,76;28,52;7366656;0;2;1;0;0;0;1;0;0;0;0;0;0;58933248;29466624;0;7366656;1;1;128;1;1;;0,083;0,167
30,20;27,18;28,57;7368704;0;2;1;0;0;0;1;0;0;0;0;0;0;58949632;29474816;0;7368704;1;1;128;1;1;;0,083;0,167
29,30;27,68;27,85;7370752;0;2;1;0;0;0;1;0;0;0;0;0;0;58966016;29483008;0;7370752;1;1;128;1;1;;0,083;0,167
28,17;28,42;33,00;7372800;0;2;1;0;0;0;1;0;0;0;0;0;0;58982400;29491200;0;7372800;1;1;128;1;1;;0,083;0,167
30,72;29,38;28,64;7374848;0;2;1;0;0;0;1;0;0;0;0;0;0;58998784;29499392;0;7374848;1;1;128;1;1;;0,083;0,167
29,17;26,87;28,10;7376896;0;2;1;0;0;0;1;0;0;0;0;0;0;59015168;29507584;0;7376896;1;1;128;1;1;;0,083;0,167
31,66;27,69;28,08;7378944;0;2;1;0;0;0;1;0;0;0;0;0;0;59031552;29515776;0;7378944;1;1;128;1;1;;0,083;0,167
29,31;28,67;28,43;7380992;0;2;1;0;0;0;1;0;0;0;0;0;0;59047936;29523968;0;7380992;1;1;128;1;1;;0,083;0,167
30,05;27,27;27,82;7383040;0;2;1;0;0;0;1;0;0;0;0;0;0;59064320;29532160;0;7383040;1;1;128;1;1;;0,083;0,167
30,35;28,09;27,53;7385088;0;2;1;0;0;0;1;0;0;0;0;0;0;59080704;29540352;0;7385088;1;1;128;1;1;;0,083;0,167
29,41;28,56;27,87;7387136;0;2;1;0;0;0;1;0;0;0;0;0;0;59097088;29548544;0;7387136;1;1;128;1;1;;0,083;0,167
29,91;28,84;29,34;7389184;0;2;1;0;0;0;1;0;0;0;0;0;0;59113472;29556736;0;7389184;1;1;128;1;1;;0,083;0,167
30,75;28,72;28,51;7391232;0;2;1;0;0;0;1;0;0;0;0;0;0;59129856;29564928;0;7391232;1;1;128;1;1;;0,083;0,167
29,30;27,19;28,95;7393280;0;2;1;0;0;0;1;0;0;0;0;0;0;59146240;29573120;0;7393280;1;1;128;1;1;;0,083;0,167
29,49;27,05;27,59;7395328;0;2;1;0;0;0;1;0;0;0;0;0;0;59162624;29581312;0;7395328;1;1;128;1;1;;0,083;0,167
29,21;28,53;28,90;7397376;0;2;1;0;0;0;1;0;0;0;0;0;0;59179008;29589504;0;7397376;1;1;128;1;1;;0,083;0,167
29,14;28,20;28,45;7399424;0;2;1;0;0;0;1;0;0;0;0;0;0;59195392;29597696;0;7399424;1;1;128;1;1;;0,083;0,167
29,12;27,86;29,72;7401472;0;2;1;0;0;0;1;0;0;0;0;0;0;59211776;29605888;0;7401472;1;1;128;1;1;;0,083;0,167
30,16;28,54;28,45;7403520;0;2;1;0;0;0;1;0;0;0;0;0;0;59228160;29614080;0;7403520;1;1;128;1;1;;0,083;0,167
28,74;27,83;32,79;7405568;0;2;1;0;0;0;1;0;0;0;0;0;0;59244544;29622272;0;7405568;1;1;128;1;1;;0,083;0,167
30,00;28,34;28,98;7407616;0;2;1;0;0;0;1;0;0;0;0;0;0;59260928;29630464;0;7407616;1;1;128;1;1;;0,083;0,167
29,16;28,63;28,97;7409664;0;2;1;0;0;0;1;0;0;0;0;0;0;59277312;29638656;0;7409664;1;1;128;1;1;;0,083;0,167
29,05;28,39;28,30;7411712;0;2;1;0;0;0;1;0;0;0;0;0;0;59293696;29646848;0;7411712;1;1;128;1;1;;0,083;0,167
29,69;28,19;29,19;7413760;0;2;1;0;0;0;1;0;0;0;0;0;0;59310080;29655040;0;7413760;1;1;128;1;1;;0,083;0,167
28,92;27,08;28,89;7415808;0;2;1;0;0;0;1;0;0;0;0;0;0;59326464;29663232;0;7415808;1;1;128;1;1;;0,083;0,167
31,83;28,40;28,91;7417856;0;2;1;0;0;0;1;0;0;0;0;0;0;59342848;29671424;0;7417856;1;1;128;1;1;;0,083;0,167
29,22;27,77;27,38;7419904;0;2;1;0;0;0;1;0;0;0;0;0;0;59359232;29679616;0;7419904;1;1;128;1;1;;0,083;0,167
30,17;27,74;29,28;7421952;0;2;1;0;0;0;1;0;0;0;0;0;0;59375616;29687808;0;7421952;1;1;128;1;1;;0,083;0,167
30,13;28,69;28,39;7424000;0;2;1;0;0;0;1;0;0;0;0;0;0;59392000;29696000;0;7424000;1;1;128;1;1;;0,083;0,167
28,73;29,01;29,65;7426048;0;2;1;0;0;0;1;0;0;0;0;0;0;59408384;29704192;0;7426048;1;1;128;1;1;;0,083;0,167
29,36;28,50;28,74;7428096;0;2;1;0;0;0;1;0;0;0;0;0;0;59424768;29712384;0;7428096;1;1;128;1;1;;0,083;0,167
30,58;27,50;27,31;7430144;0;2;1;0;0;0;1;0;0;0;0;0;0;59441152;29720576;0;7430144;1;1;128;1;1;;0,083;0,167
29,59;28,64;28,39;7432192;0;2;1;0;0;0;1;0;0;0;0;0;0;59457536;29728768;0;7432192;1;1;128;1;1;;0,083;0,167
30,43;28,71;27,46;7434240;0;2;1;0;0;0;1;0;0;0;0;0;0;59473920;29736960;0;7434240;1;1;128;1;1;;0,083;0,167
30,06;28,58;28,76;7436288;0;2;1;0;0;0;1;0;0;0;0;0;0;59490304;29745152;0;7436288;1;1;128;1;1;;0,083;0,167
30,60;28,32;32,40;7438336;0;2;1;0;0;0;1;0;0;0;0;0;0;59506688;29753344;0;7438336;1;1;128;1;1;;0,083;0,167
29,08;28,48;28,07;7440384;0;2;1;0;0;0;1;0;0;0;0;0;0;59523072;29761536;0;7440384;1;1;128;1;1;;0,083;0,167
30,46;29,40;28,92;7442432;0;2;1;0;0;0;1;0;0;0;0;0;0;59539456;29769728;0;7442432;1;1;128;1;1;;0,083;0,167
28,88;30,46;27,94;7444480;0;2;1;0;0;0;1;0;0;0;0;0;0;59555840;29777920;0;7444480;1;1;128;1;1;;0,083;0,167
28,65;27,76;28,70;7446528;0;2;1;0;0;0;1;0;0;0;0;0;0;59572224;29786112;0;7446528;1;1;128;1;1;;0,083;0,167
31,18;28,88;27,93;7448576;0;2;1;0;0;0;1;0;0;0;0;0;0;59588608;29794304;0;7448576;1;1;128;1;1;;0,083;0,167
28,44;28,71;28,97;7450624;0;2;1;0;0;0;1;0;0;0;0;0;0;59604992;29802496;0;7450624;1;1;128;1;1;;0,083;0,167
28,54;29,05;29,87;7452672;0;2;1;0;0;0;1;0;0;0;0;0;0;59621376;29810688;0;7452672;1;1;128;1;1;;0,083;0,167
28,71;29,32;28,81;7454720;0;2;1;0;0;0;1;0;0;0;0;0;0;59637760;29818880;0;7454720;1;1;128;1;1;;0,083;0,167
29,28;28,20;28,32;7456768;0;2;1;0;0;0;1;0;0;0;0;0;0;59654144;29827072;0;7456768;1;1;128;1;1;;0,083;0,167
30,18;28,23;29,06;7458816;0;2;1;0;0;0;1;0;0;0;0;0;0;59670528;29835264;0;7458816;1;1;128;1;1;;0,083;0,167
28,82;27,86;27,87;7460864;0;2;1;0;0;0;1;0;0;0;0;0;0;59686912;29843456;0;7460864;1;1;128;1;1;;0,083;0,167
28,80;27,61;29,51;7462912;0;2;1;0;0;0;1;0;0;0;0;0;0;59703296;29851648;0;7462912;1;1;128;1;1;;0,083;0,167
29,21;28,80;29,87;7464960;0;2;1;0;0;0;1;0;0;0;0;0;0;59719680;29859840;0;7464960;1;1;128;1;1;;0,083;0,167
30,67;28,52;29,96;7467008;0;2;1;0;0;0;1;0;0;0;0;0;0;59736064;29868032;0;7467008;1;1;128;1;1;;0,083;0,167
30,78;28,74;28,57;7469056;0;2;1;0;0;0;1;0;0;0;0;0;0;59752448;29876224;0;7469056;1;1;128;1;1;;0,083;0,167
29,54;28,10;32,39;7471104;0;2;1;0;0;0;1;0;0;0;0;0;0;59768832;29884416;0;7471104;1;1;128;1;1;;0,083;0,167
28,73;28,27;28,89;7473152;0;2;1;0;0;0;1;0;0;0;0;0;0;59785216;29892608;0;7473152;1;1;128;1;1;;0,083;0,167
29,49;28,57;28,93;7475200;0;2;1;0;0;0;1;0;0;0;0;0;0;59801600;29900800;0;7475200;1;1;128;1;1;;0,083;0,167
29,46;27,48;28,90;7477248;0;2;1;0;0;0;1;0;0;0;0;0;0;59817984;29908992;0;7477248;1;1;128;1;1;;0,083;0,167
28,95;28,29;29,17;7479296;0;2;1;0;0;0;1;0;0;0;0;0;0;59834368;29917184;0;7479296;1;1;128;1;1;;0,083;0,167
29,33;28,45;28,20;7481344;0;2;1;0;0;0;1;0;0;0;0;0;0;59850752;29925376;0;7481344;1;1;128;1;1;;0,083;0,167
30,03;29,28;29,72;7483392;0;2;1;0;0;0;1;0;0;0;0;0;0;59867136;29933568;0;7483392;1;1;128;1;1;;0,083;0,167
29,99;27,69;28,07;7485440;0;2;1;0;0;0;1;0;0;0;0;0;0;59883520;29941760;0;7485440;1;1;128;1;1;;0,083;0,167
30,12;28,30;28,97;7487488;0;2;1;0;0;0;1;0;0;0;0;0;0;59899904;29949952;0;7487488;1;1;128;1;1;;0,083;0,167
29,22;29,01;28,05;7489536;0;2;1;0;0;0;1;0;0;0;0;0;0;59916288;29958144;0;7489536;1;1;128;1;1;;0,083;0,167
28,93;29,12;29,35;7491584;0;2;1;0;0;0;1;0;0;0;0;0;0;59932672;29966336;0;7491584;1;1;128;1;1;;0,083;0,167
28,84;29,25;29,02;7493632;0;2;1;0;0;0;1;0;0;0;0;0;0;59949056;29974528;0;7493632;1;1;128;1;1;;0,083;0,167
29,65;28,19;28,48;7495680;0;2;1;0;0;0;1;0;0;0;0;0;0;59965440;29982720;0;7495680;1;1;128;1;1;;0,083;0,167
30,14;30,23;28,86;7497728;0;2;1;0;0;0;1;0;0;0;0;0;0;59981824;29990912;0;7497728;1;1;128;1;1;;0,083;0,167
29,74;28,54;28,28;7499776;0;2;1;0;0;0;1;0;0;0;0;0;0;59998208;29999104;0;7499776;1;1;128;1;1;;0,083;0,167
29,50;27,70;28,97;7501824;0;2;1;0;0;0;1;0;0;0;0;0;0;60014592;30007296;0;7501824;1;1;128;1;1;;0,083;0,167
29,57;28,87;32,52;7503872;0;2;1;0;0;0;1;0;0;0;0;0;0;60030976;30015488;0;7503872;1;1;128;1;1;;0,083;0,167
28,84;29,78;27,83;7505920;0;2;1;0;0;0;1;0;0;0;0;0;0;60047360;30023680;0;7505920;1;1;128;1;1;;0,083;0,167
28,88;28,07;28,14;7507968;0;2;1;0;0;0;1;0;0;0;0;0;0;60063744;30031872;0;7507968;1;1;128;1;1;;0,083;0,167
30,47;28,50;28,43;7510016;0;2;1;0;0;0;1;0;0;0;0;0;0;60080128;30040064;0;7510016;1;1;128;1;1;;0,083;0,167
29,58;28,64;29,30;7512064;0;2;1;0;0;0;1;0;0;0;0;0;0;60096512;30048256;0;7512064;1;1;128;1;1;;0,083;0,167
29,25;28,38;29,22;7514112;0;2;1;0;0;0;1;0;0;0;0;0;0;60112896;30056448;0;7514112;1;1;128;1;1;;0,083;0,167
29,97;28,05;28,30;7516160;0;2;1;0;0;0;1;0;0;0;0;0;0;60129280;30064640;0;7516160;1;1;128;1;1;;0,083;0,167
29,86;27,98;27,74;7518208;0;2;1;0;0;0;1;0;0;0;0;0;0;60145664;30072832;0;7518208;1;1;128;1;1;;0,083;0,167
28,96;28,91;30,00;7520256;0;2;1;0;0;0;1;0;0;0;0;0;0;60162048;30081024;0;7520256;1;1;128;1;1;;0,083;0,167
29,80;28,24;28,58;7522304;0;2;1;0;0;0;1;0;0;0;0;0;0;60178432;30089216;0;7522304;1;1;128;1;1;;0,083;0,167
29,94;28,17;30,04;7524352;0;2;1;0;0;0;1;0;0;0;0;0;0;60194816;30097408;0;7524352;1;1;128;1;1;;0,083;0,167
29,80;28,15;28,18;7526400;0;2;1;0;0;0;1;0;0;0;0;0;0;60211200;30105600;0;7526400;1;1;128;1;1;;0,083;0,167
29,07;28,21;29,50;7528448;0;2;1;0;0;0;1;0;0;0;0;0;0;60227584;30113792;0;7528448;1;1;128;1;1;;0,083;0,167
29,33;29,23;29,30;7530496;0;2;1;0;0;0;1;0;0;0;0;0;0;60243968;30121984;0;7530496;1;1;128;1;1;;0,083;0,167
28,68;30,06;29,18;7532544;0;2;1;0;0;0;1;0;0;0;0;0;0;60260352;30130176;0;7532544;1;1;128;1;1;;0,083;0,167
30,00;28,85;29,73;7534592;0;2;1;0;0;0;1;0;0;0;0;0;0;60276736;30138368;0;7534592;1;1;128;1;1;;0,083;0,167
29,53;27,76;33,29;7536640;0;2;1;0;0;0;1;0;0;0;0;0;0;60293120;30146560;0;7536640;1;1;128;1;1;;0,083;0,167
30,85;29,43;28,75;7538688;0;2;1;0;0;0;1;0;0;0;0;0;0;60309504;30154752;0;7538688;1;1;128;1;1;;0,083;0,167
30,76;28,64;29,45;7540736;0;2;1;0;0;0;1;0;0;0;0;0;0;60325888;30162944;0;7540736;1;1;128;1;1;;0,083;0,167
29,82;28,01;28,76;7542784;0;2;1;0;0;0;1;0;0;0;0;0;0;60342272;30171136;0;7542784;1;1;128;1;1;;0,083;0,167
29,04;28,43;29,84;7544832;0;2;1;0;0;0;1;0;0;0;0;0;0;60358656;30179328;0;7544832;1;1;128;1;1;;0,083;0,167
30,06;28,36;29,09;7546880;0;2;1;0;0;0;1;0;0;0;0;0;0;60375040;30187520;0;7546880;1;1;128;1;1;;0,083;0,167
30,32;28,36;29,28;7548928;0;2;1;0;0;0;1;0;0;0;0;0;0;60391424;30195712;0;7548928;1;1;128;1;1;;0,083;0,167
29,42;28,20;29,11;7550976;0;2;1;0;0;0;1;0;0;0;0;0;0;60407808;30203904;0;7550976;1;1;128;1;1;;0,083;0,167
29,97;29,80;29,13;7553024;0;2;1;0;0;0;1;0;0;0;0;0;0;60424192;30212096;0;7553024;1;1;128;1;1;;0,083;0,167
29,87;29,40;30,32;7555072;0;2;1;0;0;0;1;0;0;0;0;0;0;60440576;30220288;0;7555072;1;1;128;1;1;;0,083;0,167
29,18;28,81;29,54;7557120;0;2;1;0;0;0;1;0;0;0;0;0;0;60456960;30228480;0;7557120;1;1;128;1;1;;0,083;0,167
32,08;28,25;29,20;7559168;0;2;1;0;0;0;1;0;0;0;0;0;0;60473344;30236672;0;7559168;1;1;128;1;1;;0,083;0,167
31,63;31,42;28,80;7561216;0;2;1;0;0;0;1;0;0;0;0;0;0;60489728;30244864;0;7561216;1;1;128;1;1;;0,083;0,167
28,85;27,59;29,42;7563264;0;2;1;0;0;0;1;0;0;0;0;0;0;60506112;30253056;0;7563264;1;1;128;1;1;;0,083;0,167
30,62;29,31;28,83;7565312;0;2;1;0;0;0;1;0;0;0;0;0;0;60522496;30261248;0;7565312;1;1;128;1;1;;0,083;0,167
29,64;29,47;28,79;7567360;0;2;1;0;0;0;1;0;0;0;0;0;0;60538880;30269440;0;7567360;1;1;128;1;1;;0,083;0,167
29,28;28,43;33,43;7569408;0;2;1;0;0;0;1;0;0;0;0;0;0;60555264;30277632;0;7569408;1;1;128;1;1;;0,083;0,167
30,88;29,04;29,66;7571456;0;2;1;0;0;0;1;0;0;0;0;0;0;60571648;30285824;0;7571456;1;1;128;1;1;;0,083;0,167
29,76;28,84;28,78;7573504;0;2;1;0;0;0;1;0;0;0;0;0;0;60588032;30294016;0;7573504;1;1;128;1;1;;0,083;0,167
29,23;27,90;29,45;7575552;0;2;1;0;0;0;1;0;0;0;0;0;0;60604416;30302208;0;7575552;1;1;128;1;1;;0,083;0,167
30,28;29,29;29,95;7577600;0;2;1;0;0;0;1;0;0;0;0;0;0;60620800;30310400;0;7577600;1;1;128;1;1;;0,083;0,167
29,94;28,47;29,70;7579648;0;2;1;0;0;0;1;0;0;0;0;0;0;60637184;30318592;0;7579648;1;1;128;1;1;;0,083;0,167
30,65;27,90;28,93;7581696;0;2;1;0;0;0;1;0;0;0;0;0;0;60653568;30326784;0;7581696;1;1;128;1;1;;0,083;0,167
